ugyfel,number_of_visits,min_date_diff,avg_date_diff,max_date_diff
13381,17,1,22.4,71
7806,13,3,22.4,76
13372,15,2,22.4,50
10690,16,1,22.4,68
10734,17,0,22.4,76
3656,16,3,22.4,49
19146,16,2,22.4,87
13296,17,0,22.4,94
13261,16,3,22.4,80
15603,17,0,22.4,105
19166,17,3,22.4,64
4688,14,0,22.4,74
7664,17,0,22.4,47
1893,16,0,22.4,88
5995,16,0,22.4,96
16448,16,0,22.4,53
1832,17,1,22.4,85
13183,14,0,22.4,52
1821,15,1,22.4,72
4657,15,4,22.4,52
1814,17,1,22.4,41
15522,16,0,22.4,96
13135,14,0,22.4,83
11128,16,1,22.4,87
19709,17,0,22.4,53
11155,17,0,22.4,73
13099,14,0,22.4,93
14706,15,1,22.4,74
19238,16,0,22.4,44
11181,10,1,22.4,54
17538,16,2,22.4,68
5289,16,2,22.4,54
681,17,3,22.4,53
19259,16,3,22.4,101
690,14,1,22.4,79
11382,15,2,22.4,68
11400,17,1,22.4,53
17507,16,0,22.4,126
11406,16,0,22.4,116
4570,14,4,22.4,60
6163,17,4,22.4,60
6172,17,1,22.4,65
1588,16,0,22.4,65
14763,17,0,22.4,76
15363,14,0,22.4,51
14776,17,1,22.4,86
4564,15,0,22.4,85
7205,16,1,22.4,68
11561,17,2,22.4,80
9049,17,2,22.4,95
19341,13,2,22.4,64
1524,17,0,22.4,57
17149,16,2,22.4,106
11716,17,2,22.4,99
809,16,3,22.4,66
1445,17,1,22.4,72
824,16,1,22.4,64
1406,14,0,22.4,68
11833,16,1,22.4,102
1380,14,0,22.4,83
15193,16,2,22.4,58
4127,14,1,22.4,93
11889,14,0,22.4,56
6939,15,1,22.4,61
1332,17,1,22.4,58
1316,17,1,22.4,96
1299,16,1,22.4,143
15145,14,1,22.4,77
6870,15,3,22.4,53
12662,16,0,22.4,69
6856,17,1,22.4,66
17437,16,1,22.4,118
5238,17,2,22.4,140
12047,15,0,22.4,76
6823,16,1,22.4,95
12620,14,0,22.4,57
4211,17,0,22.4,111
17279,15,1,22.4,61
6394,17,1,22.4,103
15074,16,0,22.4,65
6415,17,2,22.4,59
6714,16,5,22.4,59
1179,16,0,22.4,107
14218,17,4,22.4,86
9167,17,2,22.4,74
12249,16,4,22.4,43
18195,16,7,22.4,56
18184,14,0,22.4,109
15026,17,2,22.4,64
14948,16,0,22.4,99
18175,15,4,22.4,62
6384,17,0,22.5,79
14332,17,2,22.5,90
4459,17,1,22.5,58
17395,16,1,22.5,68
18433,17,7,22.5,71
18397,17,0,22.5,58
18335,17,1,22.5,124
11027,16,1,22.5,86
12496,17,1,22.5,65
4963,13,1,22.5,75
2152,14,1,22.5,60
11648,13,0,22.5,65
11028,11,1,22.5,63
19185,15,4,22.5,52
11690,15,1,22.5,89
17344,15,1,22.5,69
2150,15,3,22.5,82
7322,17,1,22.5,84
8507,15,3,22.5,154
600,17,2,22.5,52
12494,17,0,22.5,79
13026,16,0,22.5,94
5314,14,1,22.5,79
10017,17,0,22.5,93
10502,16,0,22.5,50
18954,17,1,22.5,124
4306,15,1,22.5,123
3423,14,3,22.5,62
13956,17,2,22.5,51
9022,17,1,22.5,85
850,15,2,22.5,82
18079,13,1,22.5,66
4495,12,0,22.5,69
13587,13,3,22.5,51
6057,15,3,22.5,65
13522,17,1,22.5,83
15345,17,1,22.5,80
13649,15,1,22.5,66
10029,15,0,22.5,93
1583,15,0,22.5,86
13594,15,0,22.5,74
13913,17,1,22.5,58
12972,14,0,22.5,43
11672,17,1,22.5,67
13786,13,0,22.5,108
16136,15,0,22.5,85
8641,17,1,22.5,79
14306,13,2,22.5,62
5471,17,1,22.5,99
353,17,1,22.5,80
10482,15,0,22.5,63
12379,17,0,22.5,97
8538,15,2,22.5,70
6338,15,1,22.5,58
6059,13,0,22.5,75
19367,17,1,22.5,58
7833,13,0,22.5,83
11168,15,2,22.5,67
5798,14,0,22.5,82
11324,17,0,22.5,57
16226,15,0,22.5,80
591,17,0,22.5,124
9337,17,2,22.5,72
7533,16,1,22.5,71
3298,13,3,22.5,54
3188,17,1,22.5,73
4290,15,1,22.5,83
13831,15,1,22.5,68
3198,14,1,22.5,85
12723,17,5,22.5,100
9368,16,0,22.5,55
6345,13,3,22.5,53
6751,17,0,22.5,73
6329,16,1,22.5,54
7703,15,1,22.5,71
1644,15,1,22.5,66
13382,15,1,22.5,73
5172,17,1,22.5,51
8305,17,1,22.5,121
15858,17,0,22.5,88
12055,15,1,22.5,87
2489,13,0,22.5,74
19854,16,2,22.5,54
14183,16,2,22.5,71
15141,17,0,22.5,57
18758,17,2,22.5,56
16029,15,1,22.5,122
12040,16,1,22.5,82
19935,16,1,22.5,55
10252,17,1,22.5,123
3672,16,1,22.5,89
10364,17,1,22.5,74
13743,15,1,22.5,61
18738,14,1,22.5,81
2985,13,2,22.5,62
16982,17,0,22.5,114
11954,16,2,22.5,87
1540,17,0,22.5,57
10236,17,5,22.5,76
18932,13,3,22.5,59
15511,16,1,22.5,53
14152,17,3,22.5,87
15572,16,1,22.5,114
522,15,0,22.5,97
1059,16,0,22.5,53
9703,15,1,22.5,66
9806,14,0,22.5,74
10732,15,2,22.5,94
8990,15,1,22.5,54
6658,16,1,22.5,73
662,15,0,22.5,82
2243,16,0,22.5,79
13505,17,2,22.5,70
1968,13,1,22.5,50
15218,16,4,22.5,58
582,15,4,22.5,67
14557,11,0,22.5,58
19233,17,4,22.5,62
5040,15,2,22.5,87
10853,15,0,22.5,80
11216,15,1,22.5,130
12225,17,0,22.5,69
16429,15,1,22.5,98
12482,17,1,22.5,58
5196,16,1,22.5,68
163,13,1,22.5,64
17952,16,3,22.5,75
2990,15,0,22.5,48
4612,15,1,22.5,79
4446,13,4,22.5,66
4101,15,0,22.5,48
16380,15,0,22.5,54
1504,17,0,22.5,92
7959,16,0,22.5,69
3915,16,1,22.5,127
13124,13,4,22.5,72
17007,17,1,22.5,71
4674,16,0,22.5,87
6905,16,2,22.5,75
8379,11,0,22.5,72
15962,17,0,22.5,93
8606,15,4,22.5,66
12388,16,0,22.5,106
17188,15,2,22.5,89
15970,16,2,22.5,60
10021,15,0,22.5,62
2681,17,0,22.5,68
18449,13,4,22.5,89
16237,17,1,22.5,102
17966,13,0,22.5,62
9762,17,1,22.5,133
917,17,0,22.5,103
6835,16,1,22.5,79
8410,15,1,22.5,101
19920,12,1,22.6,40
16941,15,0,22.6,89
4818,17,1,22.6,61
9654,14,0,22.6,156
12140,17,2,22.6,87
3696,16,2,22.6,72
16107,15,1,22.6,74
1408,16,1,22.6,83
115,16,0,22.6,95
1572,16,1,22.6,63
19067,13,0,22.6,70
10428,12,1,22.6,67
2171,16,0,22.6,74
7745,16,0,22.6,101
1046,16,1,22.6,69
14137,16,1,22.6,68
13993,15,0,22.6,62
7130,17,0,22.6,112
16284,14,6,22.6,52
2128,16,3,22.6,60
16994,17,5,22.6,92
7262,15,2,22.6,84
14,16,0,22.6,80
1220,17,1,22.6,61
2453,12,1,22.6,54
6388,15,0,22.6,117
18763,14,3,22.6,58
14379,16,1,22.6,85
14097,17,1,22.6,117
9146,17,2,22.6,117
12345,16,4,22.6,101
13257,16,0,22.6,65
1289,17,1,22.6,67
125,17,1,22.6,53
7941,16,2,22.6,59
15640,17,4,22.6,56
14702,16,0,22.6,50
14159,13,4,22.6,64
606,16,1,22.6,84
13252,16,0,22.6,76
15366,15,4,22.6,86
6011,16,1,22.6,102
14311,14,0,22.6,64
9935,15,3,22.6,104
9147,17,2,22.6,50
8757,17,0,22.6,76
8412,17,1,22.6,100
11449,17,0,22.6,55
11002,16,1,22.6,62
6171,17,4,22.6,74
4565,16,2,22.6,76
11444,17,0,22.6,103
5622,13,2,22.6,52
14660,13,5,22.6,91
8192,17,0,22.6,59
2395,17,0,22.6,60
18612,12,0,22.6,60
16936,16,1,22.6,70
13182,17,0,22.6,67
3633,16,1,22.6,74
5260,16,0,22.6,58
3355,17,1,22.6,67
18495,14,0,22.6,67
9348,14,1,22.6,81
9763,16,1,22.6,71
4719,16,0,22.6,93
13745,16,3,22.6,54
14812,16,2,22.6,92
8604,15,3,22.6,101
4317,17,2,22.6,74
4715,14,3,22.6,57
4021,15,0,22.6,74
5644,16,4,22.6,64
11624,16,2,22.6,77
17332,13,1,22.6,79
13657,16,1,22.6,69
611,16,7,22.6,75
19440,15,1,22.6,80
15998,17,0,22.6,83
729,16,1,22.6,70
10168,11,2,22.6,72
8423,16,1,22.6,95
2324,16,1,22.6,66
16000,17,2,22.6,66
13879,14,1,22.6,63
6518,16,2,22.6,126
15875,16,2,22.6,85
12363,15,3,22.6,89
8704,16,2,22.6,48
6532,16,1,22.6,82
5669,17,1,22.6,111
11068,16,0,22.6,51
10206,17,1,22.6,82
6593,16,1,22.6,111
3660,15,1,22.6,63
16082,16,0,22.6,116
2484,17,1,22.6,89
11634,15,0,22.6,89
6694,16,1,22.6,59
3443,14,0,22.6,69
2025,16,0,22.6,55
8366,14,1,22.6,79
7486,17,2,22.6,101
5233,15,1,22.6,91
2507,17,2,22.6,56
7520,17,3,22.6,89
19981,17,0,22.6,72
19271,16,2,22.6,52
18311,16,1,22.6,82
9381,17,2,22.6,139
10263,15,2,22.6,107
10266,17,0,22.6,66
8657,17,1,22.6,62
5869,17,1,22.6,79
19753,15,2,22.6,56
1781,16,1,22.6,74
15820,15,2,22.6,73
16984,13,3,22.6,59
2266,14,0,22.6,61
18824,11,2,22.6,54
11555,17,1,22.6,65
6106,16,1,22.6,69
4958,16,1,22.6,80
11291,16,0,22.6,63
15259,16,2,22.6,119
18843,17,5,22.6,80
5610,16,1,22.6,61
487,17,0,22.6,81
5852,17,2,22.6,49
7647,17,0,22.6,92
17685,16,1,22.6,114
12557,17,1,22.6,60
13036,17,0,22.6,67
4135,13,0,22.6,56
5719,16,6,22.6,64
11773,16,2,22.6,120
12053,14,0,22.6,80
9439,16,0,22.6,53
18537,17,1,22.6,86
986,17,1,22.6,68
16836,17,0,22.6,75
16527,15,1,22.6,101
8400,14,1,22.6,59
10349,16,2,22.6,55
10587,17,0,22.6,63
14279,16,1,22.6,55
13545,13,1,22.6,76
3828,17,0,22.6,91
13419,15,0,22.6,77
12836,14,3,22.6,49
19249,17,2,22.6,98
1019,14,1,22.6,83
12570,16,3,22.6,66
15318,14,3,22.6,89
13534,16,1,22.6,67
14396,17,1,22.6,105
18434,16,2,22.6,117
15455,14,0,22.6,70
1020,16,1,22.6,79
4608,17,3,22.6,79
9196,16,4,22.6,50
15462,16,0,22.6,59
8267,16,1,22.6,75
6336,17,4,22.6,53
18910,15,1,22.6,66
8994,17,1,22.6,98
2746,17,0,22.6,80
6044,12,2,22.7,80
3046,14,0,22.7,56
15497,17,5,22.7,56
14820,14,0,22.7,67
3966,17,1,22.7,72
4639,15,1,22.7,77
9046,15,2,22.7,62
1349,13,0,22.7,69
4476,15,0,22.7,112
4265,15,0,22.7,77
19542,15,3,22.7,60
18216,17,0,22.7,71
19970,15,2,22.7,64
19174,16,1,22.7,57
5905,12,1,22.7,55
15435,14,0,22.7,99
8191,14,3,22.7,112
13926,14,2,22.7,57
12619,16,1,22.7,94
6403,14,0,22.7,49
11193,16,0,22.7,80
7759,16,3,22.7,66
4500,15,0,22.7,69
15140,16,2,22.7,49
11454,15,1,22.7,54
13731,16,1,22.7,78
9253,15,4,22.7,48
11545,17,1,22.7,60
1725,15,0,22.7,103
17152,16,2,22.7,104
9374,14,1,22.7,109
10232,14,1,22.7,74
14309,13,4,22.7,74
14815,15,2,22.7,82
3360,9,3,22.7,53
6754,17,0,22.7,74
2291,16,1,22.7,115
1078,14,3,22.7,57
16026,16,0,22.7,84
8216,16,2,22.7,91
12314,16,1,22.7,95
5939,13,4,22.7,83
1526,15,6,22.7,66
11115,15,2,22.7,59
899,17,0,22.7,81
11331,14,1,22.7,71
6674,16,3,22.7,73
14051,15,1,22.7,79
8117,17,1,22.7,66
11461,15,2,22.7,78
19122,16,0,22.7,94
15326,15,0,22.7,61
9289,16,1,22.7,89
2278,15,1,22.7,81
17976,15,1,22.7,56
1262,16,1,22.7,76
1867,15,0,22.7,56
8139,15,2,22.7,106
19761,16,0,22.7,68
9097,15,3,22.7,58
16174,15,0,22.7,70
12857,15,0,22.7,102
19591,14,4,22.7,65
12525,15,0,22.7,100
1138,16,1,22.7,77
4179,14,7,22.7,83
4933,16,1,22.7,69
3176,15,1,22.7,63
3615,15,3,22.7,66
6112,14,0,22.7,63
15595,15,4,22.7,92
14401,14,3,22.7,70
4961,15,1,22.7,188
4223,17,0,22.7,91
12796,15,0,22.7,129
16719,16,1,22.7,76
15510,15,1,22.7,65
17294,15,1,22.7,89
6890,15,1,22.7,69
14654,14,1,22.7,88
15582,16,6,22.7,53
5563,15,2,22.7,77
11571,15,1,22.7,99
5254,16,1,22.7,88
7495,15,2,22.7,81
10904,16,0,22.7,57
19250,15,0,22.7,48
19368,15,0,22.7,82
12901,13,2,22.7,85
10781,17,3,22.7,57
17728,15,2,22.7,81
7780,16,6,22.7,69
18782,17,3,22.7,59
6533,17,1,22.7,75
10403,16,1,22.7,67
19158,17,5,22.7,68
5203,17,1,22.8,88
597,16,1,22.8,58
10949,13,0,22.8,65
6248,17,2,22.8,71
1935,16,3,22.8,80
12683,16,1,22.8,64
8603,14,7,22.8,97
19150,16,0,22.8,99
9017,17,1,22.8,104
5960,14,0,22.8,68
11942,12,1,22.8,91
16418,17,2,22.8,53
1310,14,1,22.8,74
2860,16,1,22.8,56
8600,15,2,22.8,78
14935,13,1,22.8,58
11929,15,0,22.8,57
8714,17,1,22.8,113
16244,14,2,22.8,49
14762,14,1,22.8,94
7064,17,1,22.8,75
19005,16,2,22.8,86
9278,16,0,22.8,95
15990,16,0,22.8,171
2468,16,1,22.8,76
8288,14,6,22.8,61
19555,16,2,22.8,79
12321,16,1,22.8,73
19843,15,1,22.8,80
12970,14,1,22.8,81
11722,17,4,22.8,53
5197,15,5,22.8,67
8138,12,8,22.8,61
275,16,6,22.8,83
5567,13,3,22.8,63
12214,13,1,22.8,68
1168,15,0,22.8,96
19285,15,3,22.8,57
4590,17,1,22.8,67
9062,17,0,22.8,99
7361,13,0,22.8,93
17453,17,0,22.8,89
6203,16,0,22.8,96
19268,15,1,22.8,62
8688,16,0,22.8,48
2277,14,0,22.8,88
11322,13,1,22.8,66
15841,16,0,22.8,74
7374,16,3,22.8,106
2491,16,1,22.8,64
18409,15,3,22.8,131
16017,16,1,22.8,60
12341,16,2,22.8,48
9717,16,2,22.8,70
6104,16,1,22.8,60
4354,16,0,22.8,117
9312,17,1,22.8,72
11269,11,3,22.8,94
13565,17,0,22.8,88
13553,17,0,22.8,60
4439,17,2,22.8,65
15791,17,1,22.8,51
13546,16,6,22.8,51
17011,17,1,22.8,50
14721,15,2,22.8,102
15450,16,3,22.8,70
2750,16,1,22.8,90
15458,16,0,22.8,61
10390,17,0,22.8,85
16787,15,4,22.8,97
6561,16,1,22.8,53
11790,16,1,22.8,99
12265,16,3,22.8,73
1723,12,1,22.8,105
19458,14,1,22.8,73
2934,15,0,22.8,51
12128,15,1,22.8,65
12127,16,1,22.8,67
10437,16,1,22.8,61
11190,13,0,22.8,83
2740,16,0,22.8,72
300,16,0,22.8,71
11183,17,1,22.8,75
3534,17,0,22.8,59
10462,15,3,22.8,69
985,16,0,22.8,156
17998,16,2,22.8,73
10471,16,0,22.8,106
15749,17,0,22.8,80
18236,16,0,22.8,92
16996,15,1,22.8,63
19534,17,2,22.8,88
5311,16,0,22.8,49
2132,16,1,22.8,48
6450,16,0,22.8,79
14310,16,0,22.8,72
14903,15,0,22.8,90
2117,17,1,22.8,64
5085,16,3,22.8,54
8502,17,0,22.8,118
4636,17,1,22.8,93
7889,16,2,22.8,68
11133,16,2,22.8,69
1762,13,3,22.8,69
12258,17,1,22.8,115
1001,16,6,22.8,58
18791,16,6,22.8,67
16520,15,0,22.8,68
2066,15,3,22.8,88
12308,16,0,22.8,111
8873,17,1,22.8,63
8530,15,1,22.8,67
10615,17,3,22.8,81
8805,16,1,22.8,62
8531,13,1,22.8,69
491,17,1,22.8,60
616,15,2,22.8,64
13384,16,1,22.8,102
4001,16,1,22.8,117
13162,17,1,22.8,85
846,17,0,22.8,61
5392,16,3,22.8,69
12032,16,2,22.8,52
4114,16,0,22.8,61
18766,17,1,22.8,54
19765,17,2,22.8,67
13362,16,4,22.8,66
14849,16,1,22.8,85
13728,16,1,22.8,51
7775,17,1,22.8,66
1816,16,1,22.8,62
16546,17,2,22.8,80
12253,12,1,22.8,103
15648,16,3,22.8,55
12665,14,0,22.8,80
3730,16,1,22.8,74
16190,16,2,22.8,57
11000,16,0,22.8,63
13348,16,5,22.8,46
7752,16,1,22.8,65
9981,16,1,22.8,64
15189,15,1,22.8,201
8556,11,3,22.8,70
1104,16,2,22.8,80
3197,16,0,22.8,149
977,13,0,22.8,86
19756,17,3,22.8,93
12368,13,3,22.8,98
12926,11,2,22.9,55
6678,16,0,22.9,86
9273,17,1,22.9,69
5058,14,1,22.9,119
7605,16,0,22.9,59
13170,16,0,22.9,73
13655,17,2,22.9,74
16716,15,3,22.9,70
8332,17,2,22.9,70
9297,14,0,22.9,58
14406,15,1,22.9,69
1142,16,0,22.9,55
15896,16,1,22.9,87
10770,15,0,22.9,59
9027,16,1,22.9,74
15385,15,0,22.9,148
17056,15,0,22.9,65
13969,14,7,22.9,50
18324,15,3,22.9,78
8179,14,3,22.9,76
6876,16,0,22.9,92
15988,15,0,22.9,159
9786,16,0,22.9,75
19677,16,1,22.9,75
8287,12,0,22.9,65
13771,16,1,22.9,59
9200,15,2,22.9,92
2528,14,2,22.9,85
16461,12,1,22.9,76
3637,15,1,22.9,55
13223,17,1,22.9,99
18597,15,4,22.9,85
9773,14,0,22.9,62
7223,9,2,22.9,76
6868,16,0,22.9,81
10816,15,5,22.9,53
10998,17,5,22.9,56
10729,16,2,22.9,80
7267,16,0,22.9,63
781,16,1,22.9,73
5086,16,0,22.9,94
4492,15,1,22.9,57
7468,15,0,22.9,102
16355,16,1,22.9,73
8793,15,1,22.9,89
13085,13,1,22.9,71
5378,15,0,22.9,73
18171,15,1,22.9,40
17269,15,3,22.9,84
19549,16,0,22.9,69
12936,15,1,22.9,75
5309,16,1,22.9,76
19074,14,1,22.9,50
19852,15,1,22.9,76
7949,15,2,22.9,70
8270,9,3,22.9,55
6392,15,1,22.9,65
1052,16,1,22.9,49
3528,16,3,22.9,103
19351,17,3,22.9,104
4437,17,1,22.9,55
19454,16,0,22.9,100
14801,17,1,22.9,74
3981,14,0,22.9,82
18719,16,3,22.9,76
13486,14,1,22.9,63
12342,13,6,22.9,57
1724,15,1,22.9,57
5454,15,2,22.9,59
3724,15,2,22.9,59
10058,15,1,22.9,74
11691,16,3,22.9,149
14698,15,2,22.9,61
2981,16,0,22.9,87
17996,16,5,22.9,57
1753,14,1,22.9,54
2573,15,3,22.9,72
8728,16,3,22.9,70
18508,15,1,22.9,100
2907,16,0,22.9,84
7113,17,0,22.9,64
6810,14,2,22.9,68
16170,14,3,22.9,68
2572,17,1,22.9,65
16105,15,0,22.9,71
8665,17,2,22.9,62
10378,16,3,22.9,89
17842,15,3,22.9,47
9099,16,1,22.9,66
7273,17,1,22.9,62
3787,15,2,22.9,69
11783,16,3,22.9,61
13709,16,1,22.9,86
10564,15,0,22.9,101
17210,16,2,22.9,138
7093,16,1,22.9,59
15115,16,0,22.9,76
9585,17,1,22.9,69
14528,14,3,22.9,85
8661,16,0,22.9,91
1903,16,2,22.9,96
19969,12,0,22.9,80
1093,17,1,22.9,123
19775,16,0,22.9,106
5116,17,0,22.9,110
481,17,1,22.9,92
7182,15,1,22.9,87
10341,16,1,22.9,60
7854,15,0,22.9,76
17675,15,0,22.9,99
4848,16,1,22.9,99
15440,16,4,22.9,57
13123,17,1,22.9,75
8405,16,2,22.9,84
5005,14,2,22.9,53
18119,15,0,22.9,113
19567,15,3,22.9,63
4660,16,1,22.9,64
4438,15,0,22.9,69
17412,11,3,22.9,82
60,14,2,22.9,57
14333,15,2,22.9,115
19113,14,0,22.9,56
16023,16,4,22.9,56
11754,15,3,22.9,51
13819,16,0,22.9,69
6324,16,1,22.9,94
8558,17,1,22.9,68
383,16,1,22.9,84
14683,13,1,22.9,125
4143,17,1,22.9,78
18084,14,1,22.9,51
3455,15,1,22.9,78
5873,16,5,22.9,62
7185,16,0,22.9,103
11950,16,0,22.9,82
18403,16,2,22.9,51
17810,16,1,22.9,66
2721,16,1,22.9,73
16856,16,1,22.9,80
17973,15,0,22.9,62
5175,14,1,22.9,60
130,17,0,22.9,53
19349,17,2,22.9,66
6028,16,0,22.9,66
18618,16,1,22.9,109
9219,15,2,22.9,75
19553,16,1,22.9,81
15860,14,2,22.9,69
17518,12,0,22.9,68
16976,14,5,22.9,71
17746,17,0,22.9,96
12290,17,3,22.9,74
5485,14,2,22.9,76
12809,16,0,22.9,105
3605,17,1,22.9,48
6925,15,1,22.9,85
10918,15,2,22.9,55
16541,16,0,22.9,115
6899,15,1,22.9,101
3263,15,0,22.9,61
2780,17,1,22.9,69
5410,14,1,22.9,79
18260,17,2,22.9,74
4136,15,1,22.9,49
913,16,0,23,61
12737,8,4,23,53
19778,13,2,23,78
6934,16,0,23,73
5262,14,1,23,47
8623,16,1,23,74
382,16,1,23,81
17432,12,2,23,92
2283,16,2,23,61
17639,15,0,23,92
5119,14,1,23,94
5415,14,1,23,83
10997,13,2,23,70
18975,15,0,23,128
15912,16,0,23,82
5977,15,2,23,66
14317,15,1,23,88
1604,15,0,23,44
9501,15,0,23,70
18702,14,0,23,70
2328,17,0,23,91
18528,15,2,23,80
12602,12,3,23,62
11591,15,0,23,61
11243,14,1,23,116
19420,15,6,23,56
5477,15,2,23,113
2693,15,3,23,101
918,16,0,23,64
2524,16,0,23,77
11813,15,2,23,96
19334,14,2,23,89
12965,15,1,23,53
906,17,1,23,71
2792,14,0,23,65
17217,16,1,23,81
16577,15,0,23,89
3586,15,0,23,73
2063,13,2,23,66
1418,17,1,23,102
16509,16,2,23,54
295,15,2,23,70
5895,16,1,23,63
18160,14,4,23,54
14381,16,2,23,127
2060,15,1,23,64
17604,15,1,23,97
1579,16,1,23,60
8591,17,1,23,67
17980,15,0,23,80
14605,14,0,23,62
6569,16,3,23,64
16285,14,1,23,64
7140,17,1,23,74
11556,17,1,23,96
12644,16,1,23,76
13742,16,1,23,86
3088,17,1,23,94
11378,14,1,23,84
6972,17,1,23,61
15807,16,1,23,69
15560,17,5,23,48
17098,16,3,23,75
11879,16,1,23,72
1962,16,3,23,89
14509,17,1,23,100
17400,16,1,23,82
16141,15,4,23,60
15360,17,0,23,61
4016,13,3,23,47
1687,14,2,23,72
6894,16,2,23,80
15920,15,1,23,87
4305,14,0,23,70
8414,14,3,23,74
17109,17,0,23,62
5700,15,2,23,64
18625,16,0,23,107
19073,16,8,23,51
6135,15,8,23,79
19127,15,1,23,73
8561,16,2,23.1,91
16518,15,4,23.1,104
8312,15,4,23.1,59
11649,14,2,23.1,97
2948,16,4,23.1,96
3380,14,2,23.1,59
9076,15,2,23.1,97
12869,15,4,23.1,88
2390,13,2,23.1,63
14791,16,0,23.1,99
10084,16,0,23.1,75
13693,14,3,23.1,107
10093,12,2,23.1,55
13690,12,4,23.1,103
2351,16,1,23.1,62
18613,13,2,23.1,51
16637,16,2,23.1,94
18569,15,0,23.1,78
5647,15,1,23.1,60
8289,13,0,23.1,58
8162,15,0,23.1,71
3313,15,3,23.1,78
5492,15,0,23.1,73
9896,16,0,23.1,52
15861,15,0,23.1,76
14258,15,0,23.1,77
3451,16,1,23.1,70
17880,15,1,23.1,70
969,15,1,23.1,67
16643,15,0,23.1,101
16678,15,2,23.1,72
10285,15,4,23.1,65
18546,17,3,23.1,88
14508,16,1,23.1,89
2564,16,1,23.1,81
4853,14,1,23.1,97
19484,10,4,23.1,53
8469,16,2,23.1,57
10352,15,0,23.1,87
1099,14,3,23.1,67
13532,16,2,23.1,72
14532,16,6,23.1,90
17420,16,1,23.1,119
4824,14,4,23.1,75
17654,17,1,23.1,101
14549,15,0,23.1,76
1214,14,5,23.1,52
6746,16,0,23.1,82
9675,13,0,23.1,71
1005,14,1,23.1,61
14910,14,1,23.1,66
12391,13,1,23.1,82
5785,16,1,23.1,87
7926,14,1,23.1,85
19080,15,1,23.1,53
1047,16,1,23.1,55
15023,14,1,23.1,61
1028,16,1,23.1,108
4203,14,0,23.1,106
12310,15,6,23.1,63
188,16,0,23.1,78
16828,14,0,23.1,108
2080,13,2,23.1,101
16133,12,2,23.1,53
479,16,1,23.1,79
13933,15,2,23.1,43
16588,14,2,23.1,87
2604,15,4,23.1,74
13418,16,0,23.1,73
5855,16,0,23.1,91
5079,15,2,23.1,63
4183,17,3,23.1,84
5592,13,7,23.1,62
10686,15,3,23.1,58
15137,16,2,23.1,67
4732,15,0,23.1,61
16302,13,0,23.1,51
13335,15,0,23.1,84
5909,16,0,23.1,78
18735,16,1,23.1,104
7744,13,3,23.1,77
1284,14,2,23.1,54
2869,15,4,23.1,96
6348,16,1,23.1,52
19433,13,1,23.1,63
9185,16,1,23.1,75
2654,14,0,23.1,79
14607,16,3,23.1,121
16419,14,8,23.1,70
7718,16,2,23.1,112
3670,16,3,23.1,82
10824,15,1,23.1,65
1927,16,2,23.1,58
6897,14,1,23.1,75
18046,15,0,23.1,76
12520,12,1,23.1,64
4925,16,1,23.1,74
6918,16,2,23.1,76
19169,17,1,23.1,126
7648,13,6,23.1,49
2964,14,0,23.1,111
6927,17,2,23.1,139
7631,16,0,23.1,129
16937,16,1,23.1,82
6928,16,0,23.1,62
4667,17,0,23.1,68
17570,17,0,23.1,61
3712,15,2,23.1,61
140,16,2,23.1,59
19190,15,4,23.1,63
18451,15,0,23.1,84
7572,16,4,23.1,68
11011,14,2,23.1,78
15542,16,1,23.1,106
6963,16,0,23.1,134
18446,16,0,23.1,99
15534,15,0,23.1,74
7535,15,1,23.1,61
3170,14,3,23.1,62
7522,16,2,23.1,68
5391,14,1,23.1,46
2983,16,2,23.1,61
15512,16,0,23.1,90
7482,14,2,23.1,68
11147,17,0,23.1,58
14350,16,1,23.1,87
2743,16,4,23.1,58
11796,15,2,23.1,72
11786,15,0,23.1,80
4971,15,0,23.1,56
2761,16,0,23.1,79
7397,16,1,23.1,68
15431,17,1,23.1,56
11303,12,4,23.1,72
14736,15,0,23.1,123
2769,14,2,23.1,40
5177,16,3,23.1,71
1679,15,0,23.1,62
685,15,0,23.1,82
11318,16,0,23.1,112
19688,17,2,23.1,64
4070,14,3,23.1,67
7362,16,1,23.1,84
5363,16,2,23.1,82
19380,16,2,23.1,77
17034,16,2,23.1,67
14168,14,0,23.1,108
11388,15,1,23.1,154
1633,13,2,23.1,84
12272,17,1,23.1,138
3884,16,0,23.1,76
11701,14,1,23.1,67
12932,14,1,23.1,58
11494,17,1,23.1,85
3905,16,1,23.1,54
18384,13,0,23.1,65
11516,14,0,23.1,105
11674,15,1,23.1,68
11526,16,5,23.1,62
16144,16,1,23.2,62
13824,17,4,23.2,66
16259,16,2,23.2,50
12870,13,2,23.2,65
17040,15,1,23.2,69
16544,12,0,23.2,66
4964,13,2,23.2,63
2849,16,0,23.2,97
19485,15,2,23.2,85
19899,13,4,23.2,112
17849,16,0,23.2,79
15075,11,0,23.2,55
13523,13,1,23.2,53
420,13,0,23.2,61
2904,13,0,23.2,92
10605,16,2,23.2,86
17990,15,2,23.2,69
7608,15,1,23.2,81
16726,15,1,23.2,85
4259,16,2,23.2,60
1417,13,1,23.2,69
2058,16,3,23.2,105
2808,16,0,23.2,100
3308,16,1,23.2,46
14496,15,3,23.2,61
5674,13,0,23.2,80
4014,14,3,23.2,92
9298,13,3,23.2,74
14768,15,4,23.2,48
